combination,quantity,population,recordings_per_model,models,mean_sensitivity,min_sensitivity,max_sensitivity,M_secondary_diagnostic
D+R+F+M,200,all_eligible,276,5,0.7405797101449275,0.7065217391304348,0.7934782608695652,True
D+R+F+M,200,development,223,5,0.7461883408071749,0.7130044843049327,0.8026905829596412,True
D+R+F+M,200,locked_test,53,5,0.7169811320754716,0.660377358490566,0.7547169811320755,True
D+R+F+M,25,all_eligible,276,5,0.7115942028985507,0.5833333333333334,0.7789855072463768,True
D+R+F+M,25,development,223,5,0.7130044843049328,0.5874439461883408,0.7892376681614349,True
D+R+F+M,25,locked_test,53,5,0.7056603773584905,0.5660377358490566,0.7735849056603774,True
D+R+F+M,50,all_eligible,276,5,0.5731884057971015,0.5108695652173914,0.6557971014492754,True
D+R+F+M,50,development,223,5,0.5739910313901345,0.5201793721973094,0.6457399103139013,True
D+R+F+M,50,locked_test,53,5,0.569811320754717,0.4339622641509434,0.7169811320754716,True
D+R+F+M,all,all_eligible,276,5,0.6985507246376812,0.6811594202898551,0.717391304347826,True
D+R+F+M,all,development,223,5,0.6932735426008969,0.6816143497757847,0.7085201793721974,True
D+R+F+M,all,locked_test,53,5,0.720754716981132,0.6792452830188679,0.7547169811320755,True
D+R+H,100,all_eligible,276,5,0.4666666666666667,0.4311594202898551,0.532608695652174,False
D+R+H,100,development,223,5,0.4439461883408072,0.39461883408071746,0.5067264573991032,False
D+R+H,100,locked_test,53,5,0.5622641509433962,0.49056603773584906,0.6415094339622641,False
D+R+H,200,all_eligible,276,5,0.5043478260869565,0.44565217391304346,0.5579710144927537,False
D+R+H,200,development,223,5,0.48699551569506727,0.4304932735426009,0.5336322869955157,False
D+R+H,200,locked_test,53,5,0.5773584905660377,0.5094339622641509,0.660377358490566,False
D+R+H,25,all_eligible,276,5,0.4898550724637681,0.29347826086956524,0.605072463768116,False
D+R+H,25,development,223,5,0.4789237668161435,0.2914798206278027,0.5829596412556054,False
D+R+H,25,locked_test,53,5,0.5358490566037736,0.3018867924528302,0.6981132075471698,False
D+R+H,50,all_eligible,276,5,0.46594202898550724,0.36594202898550726,0.5688405797101449,False
D+R+H,50,development,223,5,0.4547085201793722,0.3632286995515695,0.5515695067264574,False
D+R+H,50,locked_test,53,5,0.5132075471698113,0.37735849056603776,0.6415094339622641,False
D+R+H,all,all_eligible,276,5,0.4594202898550725,0.4384057971014493,0.4673913043478261,False
D+R+H,all,development,223,5,0.44484304932735425,0.4304932735426009,0.452914798206278,False
D+R+H,all,locked_test,53,5,0.5207547169811321,0.4716981132075472,0.5471698113207547,False
D+R+H+M,100,all_eligible,276,5,0.486231884057971,0.44565217391304346,0.5434782608695652,True
D+R+H+M,100,development,223,5,0.4708520179372197,0.4260089686098655,0.5201793721973094,True
D+R+H+M,100,locked_test,53,5,0.5509433962264151,0.5094339622641509,0.6415094339622641,True
D+R+H+M,200,all_eligible,276,5,0.5442028985507247,0.5036231884057971,0.572463768115942,True
D+R+H+M,200,development,223,5,0.5282511210762332,0.48878923766816146,0.5560538116591929,True
D+R+H+M,200,locked_test,53,5,0.6113207547169811,0.5660377358490566,0.6792452830188679,True
D+R+H+M,25,all_eligible,276,5,0.43768115942028984,0.32608695652173914,0.5652173913043478,True
D+R+H+M,25,development,223,5,0.42869955156950673,0.3273542600896861,0.5605381165919282,True
D+R+H+M,25,locked_test,53,5,0.47547169811320755,0.32075471698113206,0.5849056603773585,True
D+R+H+M,50,all_eligible,276,5,0.4434782608695652,0.32971014492753625,0.5434782608695652,True
D+R+H+M,50,development,223,5,0.4295964125560538,0.33183856502242154,0.5201793721973094,True
D+R+H+M,50,locked_test,53,5,0.5018867924528302,0.32075471698113206,0.6415094339622641,True
D+R+H+M,all,all_eligible,276,5,0.5014492753623189,0.48188405797101447,0.5144927536231884,True
D+R+H+M,all,development,223,5,0.48340807174887895,0.45739910313901344,0.4977578475336323,True
D+R+H+M,all,locked_test,53,5,0.5773584905660377,0.5471698113207547,0.5849056603773585,True
D+R+M,100,all_eligible,276,5,0.5202898550724637,0.4855072463768116,0.5688405797101449,True
D+R+M,100,development,223,5,0.5130044843049327,0.47533632286995514,0.5605381165919282,True
D+R+M,100,locked_test,53,5,0.5509433962264151,0.5094339622641509,0.6037735849056604,True
D+R+M,200,all_eligible,276,5,0.5760869565217391,0.5471014492753623,0.6231884057971014,True
D+R+M,200,development,223,5,0.5721973094170404,0.547085201793722,0.6098654708520179,True
D+R+M,200,locked_test,53,5,0.5924528301886792,0.5471698113207547,0.6792452830188679,True
D+R+M,25,all_eligible,276,5,0.5463768115942029,0.4420289855072464,0.6702898550724637,True
D+R+M,25,development,223,5,0.5497757847533632,0.43946188340807174,0.672645739910314,True
D+R+M,25,locked_test,53,5,0.5320754716981132,0.4528301886792453,0.660377358490566,True
D+R+M,50,all_eligible,276,5,0.44420289855072465,0.37318840579710144,0.5108695652173914,True
D+R+M,50,development,223,5,0.43408071748878924,0.3721973094170404,0.49327354260089684,True
D+R+M,50,locked_test,53,5,0.4867924528301887,0.37735849056603776,0.5849056603773585,True
D+R+M,all,all_eligible,276,5,0.55,0.532608695652174,0.5688405797101449,True
D+R+M,all,development,223,5,0.5452914798206278,0.5336322869955157,0.5605381165919282,True
D+R+M,all,locked_test,53,5,0.569811320754717,0.5283018867924528,0.6037735849056604,True
D+R+P,100,all_eligible,276,5,0.6115942028985507,0.5760869565217391,0.644927536231884,False
D+R+P,100,development,223,5,0.6188340807174888,0.5874439461883408,0.6591928251121076,False
D+R+P,100,locked_test,53,5,0.5811320754716981,0.5283018867924528,0.6226415094339622,False
D+R+P,200,all_eligible,276,5,0.6847826086956521,0.6666666666666666,0.717391304347826,False
D+R+P,200,development,223,5,0.694170403587444,0.6681614349775785,0.7219730941704036,False
D+R+P,200,locked_test,53,5,0.6452830188679245,0.6037735849056604,0.6981132075471698,False
D+R+P,25,all_eligible,276,5,0.5420289855072463,0.43478260869565216,0.6702898550724637,False
D+R+P,25,development,223,5,0.5506726457399103,0.43946188340807174,0.6771300448430493,False
D+R+P,25,locked_test,53,5,0.5056603773584906,0.41509433962264153,0.6415094339622641,False
D+R+P,50,all_eligible,276,5,0.6014492753623188,0.5652173913043478,0.6557971014492754,False
D+R+P,50,development,223,5,0.6053811659192825,0.5650224215246636,0.6547085201793722,False
D+R+P,50,locked_test,53,5,0.5849056603773585,0.5471698113207547,0.660377358490566,False
D+R+P,all,all_eligible,276,5,0.6536231884057971,0.6304347826086957,0.6811594202898551,False
D+R+P,all,development,223,5,0.6636771300448431,0.6412556053811659,0.6995515695067265,False
D+R+P,all,locked_test,53,5,0.6113207547169811,0.5660377358490566,0.660377358490566,False
D+R+P+F,100,all_eligible,276,5,0.5217391304347826,0.37681159420289856,0.6666666666666666,False
D+R+P+F,100,development,223,5,0.5237668161434977,0.38565022421524664,0.6681614349775785,False
D+R+P+F,100,locked_test,53,5,0.5132075471698113,0.33962264150943394,0.660377358490566,False
D+R+P+F,200,all_eligible,276,5,0.6579710144927536,0.572463768115942,0.75,False
D+R+P+F,200,development,223,5,0.6636771300448431,0.5874439461883408,0.757847533632287,False
D+R+P+F,200,locked_test,53,5,0.6339622641509434,0.5094339622641509,0.7169811320754716,False
D+R+P+F,25,all_eligible,276,5,0.6833333333333333,0.41304347826086957,0.7898550724637681,False
D+R+P+F,25,development,223,5,0.6869955156950672,0.4170403587443946,0.7892376681614349,False
D+R+P+F,25,locked_test,53,5,0.6679245283018868,0.39622641509433965,0.7924528301886793,False
D+R+P+F,50,all_eligible,276,5,0.45217391304347826,0.2536231884057971,0.6376811594202898,False
D+R+P+F,50,development,223,5,0.45739910313901344,0.273542600896861,0.6367713004484304,False
D+R+P+F,50,locked_test,53,5,0.43018867924528303,0.16981132075471697,0.6415094339622641,False
D+R+P+F,all,all_eligible,276,5,0.6405797101449275,0.5942028985507246,0.6992753623188406,False
D+R+P+F,all,development,223,5,0.6493273542600897,0.5964125560538116,0.7040358744394619,False
D+R+P+F,all,locked_test,53,5,0.6037735849056604,0.5094339622641509,0.6792452830188679,False
D+R+P+F+H,100,all_eligible,276,5,0.6927536231884058,0.6014492753623188,0.8079710144927537,False
D+R+P+F+H,100,development,223,5,0.7103139013452915,0.6278026905829597,0.820627802690583,False
D+R+P+F+H,100,locked_test,53,5,0.6188679245283019,0.49056603773584906,0.7547169811320755,False
D+R+P+F+H,200,all_eligible,276,5,0.7760869565217391,0.7536231884057971,0.8405797101449275,False
D+R+P+F+H,200,development,223,5,0.7910313901345292,0.7713004484304933,0.852017937219731,False
D+R+P+F+H,200,locked_test,53,5,0.7132075471698113,0.6792452830188679,0.7924528301886793,False
D+R+P+F+H,25,all_eligible,276,5,0.6536231884057971,0.3695652173913043,0.7971014492753623,False
D+R+P+F+H,25,development,223,5,0.6538116591928251,0.38565022421524664,0.7937219730941704,False
D+R+P+F+H,25,locked_test,53,5,0.6528301886792452,0.3018867924528302,0.8113207547169812,False
D+R+P+F+H,50,all_eligible,276,5,0.6224637681159421,0.4057971014492754,0.7753623188405797,False
D+R+P+F+H,50,development,223,5,0.6385650224215247,0.43946188340807174,0.7802690582959642,False
D+R+P+F+H,50,locked_test,53,5,0.5547169811320755,0.2641509433962264,0.7547169811320755,False
D+R+P+F+H,all,all_eligible,276,5,0.7094202898550724,0.6811594202898551,0.7463768115942029,False
D+R+P+F+H,all,development,223,5,0.7210762331838565,0.695067264573991,0.757847533632287,False
D+R+P+F+H,all,locked_test,53,5,0.660377358490566,0.6226415094339622,0.6981132075471698,False
D+R+P+F+H+M,100,all_eligible,276,5,0.6521739130434783,0.5905797101449275,0.7282608695652174,True
D+R+P+F+H+M,100,development,223,5,0.6645739910313901,0.6143497757847534,0.726457399103139,True
D+R+P+F+H+M,100,locked_test,53,5,0.6,0.49056603773584906,0.7358490566037735,True
D+R+P+F+H+M,200,all_eligible,276,5,0.7413043478260869,0.6920289855072463,0.7934782608695652,True
D+R+P+F+H+M,200,development,223,5,0.7569506726457399,0.7130044843049327,0.8026905829596412,True
D+R+P+F+H+M,200,locked_test,53,5,0.6754716981132075,0.6037735849056604,0.7547169811320755,True
D+R+P+F+H+M,25,all_eligible,276,5,0.5898550724637681,0.37681159420289856,0.6884057971014492,True
D+R+P+F+H+M,25,development,223,5,0.5847533632286995,0.3901345291479821,0.695067264573991,True
D+R+P+F+H+M,25,locked_test,53,5,0.6113207547169811,0.32075471698113206,0.7358490566037735,True
D+R+P+F+H+M,50,all_eligible,276,5,0.5565217391304348,0.36594202898550726,0.6739130434782609,True
D+R+P+F+H+M,50,development,223,5,0.5668161434977579,0.3991031390134529,0.6771300448430493,True
D+R+P+F+H+M,50,locked_test,53,5,0.5132075471698113,0.22641509433962265,0.660377358490566,True
D+R+P+F+H+M,all,all_eligible,276,5,0.686231884057971,0.6594202898550725,0.7065217391304348,True
D+R+P+F+H+M,all,development,223,5,0.7004484304932735,0.6771300448430493,0.7174887892376681,True
D+R+P+F+H+M,all,locked_test,53,5,0.6264150943396226,0.5849056603773585,0.660377358490566,True
D+R+P+F+M,100,all_eligible,276,5,0.5949275362318841,0.5144927536231884,0.6811594202898551,True
D+R+P+F+M,100,development,223,5,0.5973094170403588,0.5201793721973094,0.672645739910314,True
D+R+P+F+M,100,locked_test,53,5,0.5849056603773585,0.49056603773584906,0.7169811320754716,True
D+R+P+F+M,200,all_eligible,276,5,0.727536231884058,0.6956521739130435,0.7789855072463768,True
D+R+P+F+M,200,development,223,5,0.7354260089686099,0.7085201793721974,0.7847533632286996,True
D+R+P+F+M,200,locked_test,53,5,0.6943396226415094,0.6415094339622641,0.7547169811320755,True
D+R+P+F+M,25,all_eligible,276,5,0.6869565217391305,0.4927536231884058,0.7862318840579711,True
D+R+P+F+M,25,development,223,5,0.6914798206278027,0.5067264573991032,0.7892376681614349,True
D+R+P+F+M,25,locked_test,53,5,0.6679245283018868,0.4339622641509434,0.7735849056603774,True
D+R+P+F+M,50,all_eligible,276,5,0.5652173913043479,0.427536231884058,0.677536231884058,True
D+R+P+F+M,50,development,223,5,0.5704035874439461,0.43946188340807174,0.672645739910314,True
D+R+P+F+M,50,locked_test,53,5,0.5433962264150943,0.37735849056603776,0.6981132075471698,True
D+R+P+F+M,all,all_eligible,276,5,0.6804347826086956,0.6630434782608695,0.7028985507246377,True
D+R+P+F+M,all,development,223,5,0.6816143497757847,0.6681614349775785,0.7040358744394619,True
D+R+P+F+M,all,locked_test,53,5,0.6754716981132075,0.6415094339622641,0.7169811320754716,True
D+R+P+H,100,all_eligible,276,5,0.5833333333333333,0.5181159420289855,0.6376811594202898,False
D+R+P+H,100,development,223,5,0.5874439461883408,0.5201793721973094,0.6367713004484304,False
D+R+P+H,100,locked_test,53,5,0.5660377358490566,0.5094339622641509,0.6415094339622641,False
D+R+P+H,200,all_eligible,276,5,0.6036231884057971,0.5760869565217391,0.6702898550724637,False
D+R+P+H,200,development,223,5,0.6071748878923767,0.5829596412556054,0.6681614349775785,False
D+R+P+H,200,locked_test,53,5,0.5886792452830188,0.5471698113207547,0.6792452830188679,False
D+R+P+H,25,all_eligible,276,5,0.5159420289855072,0.37318840579710144,0.6376811594202898,False
D+R+P+H,25,development,223,5,0.5040358744394619,0.35874439461883406,0.6188340807174888,False
D+R+P+H,25,locked_test,53,5,0.5660377358490566,0.4339622641509434,0.7169811320754716,False
D+R+P+H,50,all_eligible,276,5,0.5702898550724638,0.43478260869565216,0.6304347826086957,False
D+R+P+H,50,development,223,5,0.5659192825112107,0.43946188340807174,0.6233183856502242,False
D+R+P+H,50,locked_test,53,5,0.5886792452830188,0.41509433962264153,0.660377358490566,False
D+R+P+H,all,all_eligible,276,5,0.5043478260869565,0.4963768115942029,0.5253623188405797,False
D+R+P+H,all,development,223,5,0.5031390134529148,0.49327354260089684,0.5246636771300448,False
D+R+P+H,all,locked_test,53,5,0.5094339622641509,0.4716981132075472,0.5283018867924528,False
D+R+P+H+M,100,all_eligible,276,5,0.5528985507246377,0.5108695652173914,0.5905797101449275,True
D+R+P+H+M,100,development,223,5,0.5551569506726457,0.515695067264574,0.5964125560538116,True
D+R+P+H+M,100,locked_test,53,5,0.5433962264150943,0.49056603773584906,0.5660377358490566,True
D+R+P+H+M,200,all_eligible,276,5,0.5920289855072464,0.5688405797101449,0.6304347826086957,True
D+R+P+H+M,200,development,223,5,0.5928251121076233,0.5739910313901345,0.6233183856502242,True
D+R+P+H+M,200,locked_test,53,5,0.5886792452830188,0.5471698113207547,0.660377358490566,True
D+R+P+H+M,25,all_eligible,276,5,0.4789855072463768,0.35144927536231885,0.5942028985507246,True
D+R+P+H+M,25,development,223,5,0.46278026905829595,0.3452914798206278,0.5650224215246636,True
D+R+P+H+M,25,locked_test,53,5,0.5471698113207547,0.3584905660377358,0.7169811320754716,True
D+R+P+H+M,50,all_eligible,276,5,0.5152173913043478,0.4166666666666667,0.605072463768116,True
D+R+P+H+M,50,development,223,5,0.5094170403587444,0.42152466367713004,0.5919282511210763,True
D+R+P+H+M,50,locked_test,53,5,0.539622641509434,0.37735849056603776,0.660377358490566,True
D+R+P+H+M,all,all_eligible,276,5,0.5079710144927536,0.4927536231884058,0.5289855072463768,True
D+R+P+H+M,all,development,223,5,0.5058295964125561,0.48878923766816146,0.5246636771300448,True
D+R+P+H+M,all,locked_test,53,5,0.5169811320754717,0.4716981132075472,0.5471698113207547,True
D+R+P+M,100,all_eligible,276,5,0.5760869565217391,0.5144927536231884,0.6195652173913043,True
D+R+P+M,100,development,223,5,0.5775784753363229,0.5201793721973094,0.6278026905829597,True
D+R+P+M,100,locked_test,53,5,0.569811320754717,0.49056603773584906,0.6037735849056604,True
D+R+P+M,200,all_eligible,276,5,0.6304347826086957,0.6123188405797102,0.6702898550724637,True
D+R+P+M,200,development,223,5,0.6403587443946188,0.6233183856502242,0.6816143497757847,True
D+R+P+M,200,locked_test,53,5,0.5886792452830188,0.5660377358490566,0.6226415094339622,True
D+R+P+M,25,all_eligible,276,5,0.5753623188405798,0.39492753623188404,0.717391304347826,True
D+R+P+M,25,development,223,5,0.5757847533632288,0.40358744394618834,0.7040358744394619,True
D+R+P+M,25,locked_test,53,5,0.5735849056603773,0.3584905660377358,0.7735849056603774,True
D+R+P+M,50,all_eligible,276,5,0.5347826086956522,0.43478260869565216,0.6159420289855072,True
D+R+P+M,50,development,223,5,0.5300448430493273,0.43946188340807174,0.6143497757847534,True
D+R+P+M,50,locked_test,53,5,0.5547169811320755,0.41509433962264153,0.6226415094339622,True
D+R+P+M,all,all_eligible,276,5,0.577536231884058,0.5471014492753623,0.5978260869565217,True
D+R+P+M,all,development,223,5,0.5811659192825112,0.5515695067264574,0.600896860986547,True
D+R+P+M,all,locked_test,53,5,0.5622641509433962,0.5283018867924528,0.6037735849056604,True
F,100,all_eligible,276,5,0.3978260869565217,0.3442028985507246,0.4782608695652174,False
F,100,development,223,5,0.4026905829596413,0.3452914798206278,0.48878923766816146,False
F,100,locked_test,53,5,0.37735849056603776,0.33962264150943394,0.4339622641509434,False
F,200,all_eligible,276,5,0.4985507246376812,0.4673913043478261,0.5543478260869565,False
F,200,development,223,5,0.5067264573991032,0.47085201793721976,0.5650224215246636,False
F,200,locked_test,53,5,0.4641509433962264,0.4339622641509434,0.5094339622641509,False
F,25,all_eligible,276,5,0.47753623188405797,0.39855072463768115,0.5072463768115942,False
F,25,development,223,5,0.4807174887892377,0.39461883408071746,0.515695067264574,False
F,25,locked_test,53,5,0.4641509433962264,0.41509433962264153,0.5094339622641509,False
F,50,all_eligible,276,5,0.3268115942028985,0.2826086956521739,0.38405797101449274,False
F,50,development,223,5,0.3309417040358744,0.29596412556053814,0.3811659192825112,False
F,50,locked_test,53,5,0.30943396226415093,0.22641509433962265,0.39622641509433965,False
F,all,all_eligible,276,5,0.48043478260869565,0.4528985507246377,0.5108695652173914,False
F,all,development,223,5,0.48789237668161434,0.45739910313901344,0.5201793721973094,False
F,all,locked_test,53,5,0.4490566037735849,0.41509433962264153,0.4716981132075472,False
F+H,100,all_eligible,276,5,0.5978260869565217,0.5434782608695652,0.6630434782608695,False
F+H,100,development,223,5,0.6125560538116592,0.5605381165919282,0.6771300448430493,False
F+H,100,locked_test,53,5,0.5358490566037736,0.4716981132075472,0.6037735849056604,False
F+H,200,all_eligible,276,5,0.6992753623188406,0.6666666666666666,0.7210144927536232,False
F+H,200,development,223,5,0.7174887892376681,0.6816143497757847,0.7399103139013453,False
F+H,200,locked_test,53,5,0.6226415094339622,0.6037735849056604,0.6415094339622641,False
F+H,25,all_eligible,276,5,0.5224637681159421,0.42028985507246375,0.6086956521739131,False
F+H,25,development,223,5,0.5273542600896861,0.4349775784753363,0.6143497757847534,False
F+H,25,locked_test,53,5,0.5018867924528302,0.3584905660377358,0.5849056603773585,False
F+H,50,all_eligible,276,5,0.5304347826086957,0.4746376811594203,0.6340579710144928,False
F+H,50,development,223,5,0.5417040358744395,0.4798206278026906,0.6457399103139013,False
F+H,50,locked_test,53,5,0.4830188679245283,0.4339622641509434,0.5849056603773585,False
F+H,all,all_eligible,276,5,0.6318840579710145,0.6123188405797102,0.6485507246376812,False
F+H,all,development,223,5,0.6430493273542601,0.6233183856502242,0.6636771300448431,False
F+H,all,locked_test,53,5,0.5849056603773585,0.5660377358490566,0.6037735849056604,False
F+H+M,100,all_eligible,276,5,0.5876811594202899,0.5471014492753623,0.6376811594202898,True
F+H+M,100,development,223,5,0.6089686098654709,0.5650224215246636,0.6636771300448431,True
F+H+M,100,locked_test,53,5,0.4981132075471698,0.4716981132075472,0.5283018867924528,True
F+H+M,200,all_eligible,276,5,0.6782608695652174,0.6594202898550725,0.7028985507246377,True
F+H+M,200,development,223,5,0.6968609865470852,0.6771300448430493,0.7174887892376681,True
F+H+M,200,locked_test,53,5,0.6,0.5660377358490566,0.6415094339622641,True
F+H+M,25,all_eligible,276,5,0.48695652173913045,0.38405797101449274,0.5507246376811594,True
F+H+M,25,development,223,5,0.49686098654708516,0.3991031390134529,0.5650224215246636,True
F+H+M,25,locked_test,53,5,0.44528301886792454,0.32075471698113206,0.49056603773584906,True
F+H+M,50,all_eligible,276,5,0.4963768115942029,0.4384057971014493,0.5760869565217391,True
F+H+M,50,development,223,5,0.504932735426009,0.4439461883408072,0.5829596412556054,True
F+H+M,50,locked_test,53,5,0.46037735849056605,0.3584905660377358,0.5471698113207547,True
F+H+M,all,all_eligible,276,5,0.6333333333333333,0.6159420289855072,0.6485507246376812,True
F+H+M,all,development,223,5,0.6538116591928251,0.6412556053811659,0.672645739910314,True
F+H+M,all,locked_test,53,5,0.5471698113207547,0.5094339622641509,0.5849056603773585,True
F+M,100,all_eligible,276,5,0.5217391304347826,0.4927536231884058,0.5652173913043478,True
F+M,100,development,223,5,0.536322869955157,0.5022421524663677,0.5695067264573991,True
F+M,100,locked_test,53,5,0.46037735849056605,0.39622641509433965,0.5471698113207547,True
F+M,200,all_eligible,276,5,0.6173913043478261,0.6014492753623188,0.6485507246376812,True
F+M,200,development,223,5,0.6295964125560538,0.6143497757847534,0.6547085201793722,True
F+M,200,locked_test,53,5,0.5660377358490566,0.5283018867924528,0.6226415094339622,True
F+M,25,all_eligible,276,5,0.5297101449275362,0.44565217391304346,0.6086956521739131,True
F+M,25,development,223,5,0.5354260089686098,0.45739910313901344,0.6098654708520179,True
F+M,25,locked_test,53,5,0.5056603773584906,0.39622641509433965,0.6037735849056604,True
F+M,50,all_eligible,276,5,0.47101449275362317,0.4166666666666667,0.5253623188405797,True
F+M,50,development,223,5,0.48251121076233183,0.4304932735426009,0.5291479820627802,True
F+M,50,locked_test,53,5,0.4226415094339623,0.3584905660377358,0.5094339622641509,True
F+M,all,all_eligible,276,5,0.5934782608695652,0.5869565217391305,0.6014492753623188,True
F+M,all,development,223,5,0.6044843049327354,0.600896860986547,0.6143497757847534,True
F+M,all,locked_test,53,5,0.5471698113207547,0.5283018867924528,0.5660377358490566,True
H,100,all_eligible,276,5,0.31231884057971016,0.3007246376811594,0.32971014492753625,False
H,100,development,223,5,0.31031390134529147,0.29596412556053814,0.3273542600896861,False
H,100,locked_test,53,5,0.32075471698113206,0.2830188679245283,0.33962264150943394,False
H,200,all_eligible,276,5,0.2855072463768116,0.25,0.3115942028985507,False
H,200,development,223,5,0.2914798206278027,0.2600896860986547,0.3183856502242152,False
H,200,locked_test,53,5,0.26037735849056604,0.20754716981132076,0.2830188679245283,False
H,25,all_eligible,276,5,0.3210144927536232,0.2391304347826087,0.37681159420289856,False
H,25,development,223,5,0.3183856502242152,0.23318385650224216,0.37668161434977576,False
H,25,locked_test,53,5,0.3320754716981132,0.2641509433962264,0.37735849056603776,False
H,50,all_eligible,276,5,0.26231884057971017,0.2391304347826087,0.3079710144927536,False
H,50,development,223,5,0.2645739910313901,0.23766816143497757,0.31390134529147984,False
H,50,locked_test,53,5,0.2528301886792453,0.22641509433962265,0.2830188679245283,False
H,all,all_eligible,276,5,0.26014492753623186,0.2391304347826087,0.2717391304347826,False
H,all,development,223,5,0.26547085201793724,0.242152466367713,0.27802690582959644,False
H,all,locked_test,53,5,0.23773584905660378,0.20754716981132076,0.2641509433962264,False
H+M,100,all_eligible,276,5,0.3217391304347826,0.3007246376811594,0.3442028985507246,True
H+M,100,development,223,5,0.33004484304932735,0.31390134529147984,0.3452914798206278,True
H+M,100,locked_test,53,5,0.28679245283018867,0.24528301886792453,0.33962264150943394,True
H+M,200,all_eligible,276,5,0.3,0.27898550724637683,0.3188405797101449,True
H+M,200,development,223,5,0.30672645739910315,0.28699551569506726,0.32286995515695066,True
H+M,200,locked_test,53,5,0.27169811320754716,0.24528301886792453,0.3018867924528302,True
H+M,25,all_eligible,276,5,0.3333333333333333,0.2572463768115942,0.38405797101449274,True
H+M,25,development,223,5,0.3452914798206278,0.2645739910313901,0.3991031390134529,True
H+M,25,locked_test,53,5,0.2830188679245283,0.22641509433962265,0.33962264150943394,True
H+M,50,all_eligible,276,5,0.2855072463768116,0.213768115942029,0.35144927536231885,True
H+M,50,development,223,5,0.295067264573991,0.21973094170403587,0.35874439461883406,True
H+M,50,locked_test,53,5,0.24528301886792453,0.18867924528301888,0.32075471698113206,True
H+M,all,all_eligible,276,5,0.2833333333333333,0.2572463768115942,0.2971014492753623,True
H+M,all,development,223,5,0.2896860986547085,0.2645739910313901,0.30493273542600896,True
H+M,all,locked_test,53,5,0.25660377358490566,0.22641509433962265,0.2830188679245283,True
M,100,all_eligible,276,5,0.20217391304347826,0.18478260869565216,0.2318840579710145,True
M,100,development,223,5,0.21255605381165918,0.19282511210762332,0.24663677130044842,True
M,100,locked_test,53,5,0.15849056603773584,0.1320754716981132,0.16981132075471697,True
M,200,all_eligible,276,5,0.2036231884057971,0.18840579710144928,0.22826086956521738,True
M,200,development,223,5,0.21076233183856502,0.19282511210762332,0.22869955156950672,True
M,200,locked_test,53,5,0.17358490566037735,0.1320754716981132,0.22641509433962265,True
M,25,all_eligible,276,5,0.21014492753623187,0.16666666666666666,0.2318840579710145,True
M,25,development,223,5,0.2251121076233184,0.17488789237668162,0.25112107623318386,True
M,25,locked_test,53,5,0.1471698113207547,0.11320754716981132,0.18867924528301888,True
M,50,all_eligible,276,5,0.1760869565217391,0.14855072463768115,0.21014492753623187,True
M,50,development,223,5,0.18385650224215247,0.15695067264573992,0.21973094170403587,True
M,50,locked_test,53,5,0.14339622641509434,0.11320754716981132,0.16981132075471697,True
M,all,all_eligible,276,5,0.17971014492753623,0.17391304347826086,0.18840579710144928,True
M,all,development,223,5,0.18385650224215247,0.17488789237668162,0.19730941704035873,True
M,all,locked_test,53,5,0.16226415094339622,0.1509433962264151,0.16981132075471697,True
P,100,all_eligible,276,5,0.8434782608695652,0.8079710144927537,0.8731884057971014,False
P,100,development,223,5,0.8475336322869955,0.820627802690583,0.8699551569506726,False
P,100,locked_test,53,5,0.8264150943396227,0.7547169811320755,0.8867924528301887,False
P,200,all_eligible,276,5,0.827536231884058,0.7934782608695652,0.8695652173913043,False
P,200,development,223,5,0.8322869955156951,0.8026905829596412,0.874439461883408,False
P,200,locked_test,53,5,0.8075471698113208,0.7547169811320755,0.8490566037735849,False
P,25,all_eligible,276,5,0.7065217391304348,0.4746376811594203,0.8623188405797102,False
P,25,development,223,5,0.7103139013452915,0.49327354260089684,0.8565022421524664,False
P,25,locked_test,53,5,0.690566037735849,0.39622641509433965,0.8867924528301887,False
P,50,all_eligible,276,5,0.8891304347826087,0.8369565217391305,0.9420289855072463,False
P,50,development,223,5,0.8923766816143498,0.852017937219731,0.9417040358744395,False
P,50,locked_test,53,5,0.8754716981132076,0.7735849056603774,0.9433962264150944,False
P,all,all_eligible,276,5,0.8297101449275363,0.8079710144927537,0.8659420289855072,False
P,all,development,223,5,0.8331838565022421,0.8116591928251121,0.874439461883408,False
P,all,locked_test,53,5,0.8150943396226416,0.7924528301886793,0.8301886792452831,False
P+F,100,all_eligible,276,5,0.3869565217391304,0.2971014492753623,0.4746376811594203,False
P+F,100,development,223,5,0.39641255605381165,0.30493273542600896,0.484304932735426,False
P+F,100,locked_test,53,5,0.3471698113207547,0.2641509433962264,0.4528301886792453,False
P+F,200,all_eligible,276,5,0.5195652173913043,0.4673913043478261,0.5942028985507246,False
P+F,200,development,223,5,0.5282511210762332,0.4798206278026906,0.5964125560538116,False
P+F,200,locked_test,53,5,0.4830188679245283,0.41509433962264153,0.5849056603773585,False
P+F,25,all_eligible,276,5,0.48840579710144927,0.32608695652173914,0.5688405797101449,False
P+F,25,development,223,5,0.4896860986547085,0.34977578475336324,0.5650224215246636,False
P+F,25,locked_test,53,5,0.4830188679245283,0.22641509433962265,0.5849056603773585,False
P+F,50,all_eligible,276,5,0.3355072463768116,0.2608695652173913,0.39855072463768115,False
P+F,50,development,223,5,0.3399103139013453,0.2645739910313901,0.4125560538116592,False
