fold_type,combination,quantity,feature_mode,macro_equal_group_equal_source_BA,macro_ai_recall,macro_human_recall,macro_recording_weighted_within_experiment_BA,descriptive_mean_single_model_fold_auc,available_held_source_experiments,intended_held_source_experiments,eligible_model_count,omitted_model_count,status
human_source_holdout,S+F,all,values_plus_missing,0.6832377489691802,0.7511487617153132,0.6153267362230473,0.6665217721340789,0.7457521550415465,6,6,28,2,available
human_source_holdout,S+H,25,values_plus_missing,0.6232365550077755,0.716611389760392,0.529861720255159,0.6187349563580188,0.682972374853794,6,6,28,2,available
human_source_holdout,S+H,50,values_plus_missing,0.6354902620856991,0.7091507570066954,0.5618297671647029,0.6303081160736573,0.6913644534022751,6,6,28,2,available
human_source_holdout,S+H,100,values_plus_missing,0.6307022065181204,0.713639420607371,0.5477649924288698,0.6272739606903549,0.699587006577674,6,6,28,2,available
human_source_holdout,S+H,200,values_plus_missing,0.6375262051891154,0.7151992796163146,0.5598531307619163,0.6297409057690905,0.7012822641966243,6,6,28,2,available
human_source_holdout,S+H,all,values_plus_missing,0.6370033508807108,0.715197420981256,0.5588092807801658,0.628461100808361,0.7030978865900732,6,6,28,2,available
human_source_holdout,S+SC,25,values_plus_missing,0.6280741770577495,0.7200623637638888,0.5360859903516102,0.6199066994510085,0.6757789477975791,6,6,28,2,available
human_source_holdout,S+SC,50,values_plus_missing,0.651432990346475,0.7104142410894748,0.5924517396034749,0.6412160474869556,0.6897716014039993,6,6,28,2,available
human_source_holdout,S+SC,100,values_plus_missing,0.6530724630065751,0.7100693965845254,0.596075529428625,0.6409843361863811,0.6963631856626653,6,6,28,2,available
human_source_holdout,S+SC,200,values_plus_missing,0.6448618103653124,0.7076214585473962,0.5821021621832285,0.6351441267535308,0.6952437637580674,6,6,28,2,available
human_source_holdout,S+SC,all,values_plus_missing,0.6465446325202234,0.7094060787724675,0.5836831862679795,0.6371423086758693,0.6955837734885117,6,6,28,2,available
human_source_holdout,S+BC,25,values_plus_missing,0.6232013624023529,0.7005074924888901,0.5458952323158158,0.6162339473923631,0.6764915370918835,6,6,28,2,available
human_source_holdout,S+BC,50,values_plus_missing,0.6419068541996278,0.6935038891660518,0.5903098192332038,0.6335271869813137,0.6922681254398916,6,6,28,2,available
human_source_holdout,S+BC,100,values_plus_missing,0.6334344039327545,0.6973463813237002,0.5695224265418088,0.624830492362707,0.6940735671271268,6,6,28,2,available
human_source_holdout,S+BC,200,values_plus_missing,0.6386665443350151,0.7012775647422776,0.5760555239277525,0.6287145801354292,0.6968843800353876,6,6,28,2,available
human_source_holdout,S+BC,all,values_plus_missing,0.6381172495237987,0.7024353477543688,0.5737991512932286,0.6276173999689891,0.6965190992993303,6,6,28,2,available
human_source_holdout,D+R,25,values_plus_missing,0.661417210209358,0.6718925029131677,0.6509419175055481,0.6557946082787358,0.7168205016169523,6,6,28,2,available
human_source_holdout,D+R,50,values_plus_missing,0.6620834848814998,0.6937308387576714,0.6304361310053282,0.6517934002127788,0.7170290810213303,6,6,28,2,available
human_source_holdout,D+R,100,values_plus_missing,0.6661903432166759,0.6858513532201654,0.6465293332131864,0.6557939272743718,0.7251071279527965,6,6,28,2,available
human_source_holdout,D+R,200,values_plus_missing,0.6624204339589396,0.6709571458198713,0.6538837220980078,0.6573428174569408,0.7239846795546618,6,6,28,2,available
human_source_holdout,D+R,all,values_plus_missing,0.6645859809874856,0.6673975543401092,0.6617744076348621,0.658506582476395,0.7242645660085839,6,6,28,2,available
human_source_holdout,D+P,25,values_plus_missing,0.6312929838407481,0.5191166038451974,0.7434693638362987,0.622904092445817,0.6663175132348427,6,6,28,2,available
human_source_holdout,D+P,50,values_plus_missing,0.6268056681466354,0.5484540888337753,0.7051572474594955,0.6200532741116477,0.6690955041790494,6,6,28,2,available
human_source_holdout,D+P,100,values_plus_missing,0.6297615974917684,0.5515226096884661,0.7080005852950708,0.6206368138798404,0.6722676082935035,6,6,28,2,available
human_source_holdout,D+P,200,values_plus_missing,0.6306242522091802,0.5631989959903684,0.698049508427992,0.6210400773855019,0.6730854141965645,6,6,28,2,available
human_source_holdout,D+P,all,values_plus_missing,0.6323942849527605,0.5593057813278624,0.7054827885776588,0.6245776260302125,0.6728406697591989,6,6,28,2,available
human_source_holdout,D+F,25,values_plus_missing,0.6594330453897346,0.6524555274966536,0.6664105632828156,0.6445996297520359,0.690439758869706,6,6,28,2,available
human_source_holdout,D+F,50,values_plus_missing,0.6423512428434507,0.6636526676666378,0.6210498180202638,0.6337466116092644,0.67524049254528,6,6,28,2,available
human_source_holdout,D+F,100,values_plus_missing,0.6453511545240088,0.6647973967887756,0.6259049122592422,0.6323697974501047,0.6791800409690548,6,6,28,2,available
human_source_holdout,D+F,200,values_plus_missing,0.6393691914088153,0.6654325362958603,0.6133058465217702,0.6273315723254542,0.6775266960005674,6,6,28,2,available
human_source_holdout,D+F,all,values_plus_missing,0.6381905224156627,0.6679802762323656,0.6084007685989598,0.6273152369944007,0.6790130924982664,6,6,28,2,available
human_source_holdout,D+H,25,values_plus_missing,0.6433686233517623,0.6282224806260656,0.658514766077459,0.6353489636537947,0.6873773580439525,6,6,28,2,available
human_source_holdout,D+H,50,values_plus_missing,0.6363367873296016,0.6364258589178731,0.6362477157413301,0.6317616713168946,0.683296210613377,6,6,28,2,available
human_source_holdout,D+H,100,values_plus_missing,0.6417898911865662,0.6293872311007609,0.6541925512723713,0.6351887692089067,0.6869854974821815,6,6,28,2,available
